num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant
110,./img/edges5_GeorgeClooney11_1.png,0,109,109,109,,,2.nein,5.48,None,act,10.468,None,None,None,None,None,,['return'],[0.9498922353304806],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
111,./img/edges5_AlysonHannigan(Lily)8_3.png,0,110,110,110,,,1.ja,1.787,None,dummy,1.272,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[1.1165221731534984, 1.3331873802908376, 1.682990632381916, 1.9966398722535814, 2.5658034907482943, 2.9826453812602267]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
112,./img/edges5_NicoleKidman3_1.png,0,111,111,111,,,1.ja,20.263,None,act,1.167,None,None,None,None,None,Kidman,"['lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.7671051352681388, 0.9333453303515853, 1.200009238345956, 1.3169362307089614, 1.6663170209139935, 1.7163741029889934, 2.0500432887092757, 2.466091900374522]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
113,./img/edges5_OmarEpps(DrEricForeman)3_1.png,0,112,112,112,,,1.ja,2.161,None,act,0.687,None,None,None,None,None,aus Hous,"['a', 'u', 's', 'space', 'lshift', 'h', 'o', 'u', 's', 'return']","[0.7335542196306051, 0.9331243157448625, 1.066743845352903, 1.7998015038610902, 1.999671525460144, 2.14943827325078, 2.332811751690315, 2.566097000713853, 2.7329457077139523, 3.0324442387209274]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
114,./img/edges5_JoachimLoew4_1.png,0,113,113,113,,,1.ja,3.069,None,None,None,None,None,sport,4.059,None,Löw,"['lshift', 'l', u'\xf6', 'w', 'return']","[0.7164725811981043, 0.8995605690706725, 1.266007279689802, 1.5995991584131843, 2.4160146094181982]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
115,./img/edges5_BarackObama1_3.png,0,114,114,114,,,1.ja,3.037,None,None,None,None,None,polit,1.358,None,Obama,"['lshift', 'o', 'b', 'a', 'm', 'a', 'return']","[0.5672983065269364, 0.8010746634827228, 1.2337182965129614, 1.3502391865640675, 1.600315771815076, 1.7003718755222508, 2.2332448312572524]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
116,./img/edges5_EmilyDeschanel5_1.png,0,115,115,115,,,1.ja,9.588,None,act,1.257,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'm', 'e', 'backspace', 'backspace', 'n', 'e', 's', 'return']","[1.3494949864325463, 1.5163632607636828, 1.7835715254914248, 2.332656496146228, 2.549431729421485, 2.9489414555082476, 3.149086382067253, 3.832105884281191, 3.96554642092633, 4.198563180505516, 4.39854130358799]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
117,./img/edges5_WillSmith4_1.png,0,116,116,116,,,1.ja,2.916,None,dummy,3.604,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.5497602039631602, 1.666611172433477, 1.8825588038398564, 2.132880782668508, 2.3160492852948664, 2.4161143707297015, 2.7328321530385438]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
118,./img/edges5_TomCruise5_1.png,0,117,117,117,,,1.ja,3.903,None,act,1.304,None,None,None,None,None,Cruise,"['lshift', 'c', 'r', 'u', 'i', 's', 'e', 'return']","[1.299916822805244, 1.4496239062737004, 2.499197579039901, 3.2491604492279293, 3.7487853017901216, 3.915348197448111, 4.648138649616158, 5.148229589589391]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
119,./img/edges5_UrsulavonderLeyen5_1.png,0,118,118,118,,,2.nein,4.457,None,dummy,1.05,None,None,None,None,None,,['return'],[0.6169913079356775],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
120,./img/edges5_GeorgeClooney3_1.png,0,119,119,119,,,1.ja,7.121,None,act,1.035,None,None,None,None,None,Cloney,"['lshift', 'c', 'l', 'o', 'n', 'e', 'y', 'return']","[1.416701390660819, 1.5498464926840825, 1.8833549696701084, 2.299710884664819, 2.9994216410195804, 3.232747628584548, 4.0323467228408845, 5.398505055909482]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
121,./img/edges5_RobertSeanLeonard(Wilson)2_6.png,0,120,120,120,,,1.ja,2.084,None,act,1.086,None,None,None,None,None,Wilson,"['lshift', 'w', 'i', 'l', 's', 'o', 'n', 'return']","[1.033651639276286, 1.1334071759501967, 1.3168890766501136, 1.5001303954104515, 1.5664963667313714, 1.9832202117049746, 2.2497413744149526, 2.549452579856734]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
122,./img/edges5_WillSmith5_1.png,0,121,121,121,,,1.ja,2.109,None,act,3.054,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.049881296870808, 1.1994318416927854, 1.6823891775347874, 2.1995761908565328, 2.3993685846817243, 2.5488822402730875, 3.981782814815233]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
123,./img/edges5_Ice-T(OdafinFinTutuola)6_1.png,0,122,122,122,,,1.ja,2.304,None,act,1.286,None,None,None,None,None,Ice T,"['lshift', 'i', 'c', 'e', 'space', 'lshift', 't', 'return']","[0.39996971875189047, 0.8668895417740714, 1.233090858815558, 1.383116472772599, 1.7160177209443646, 2.0161574830126483, 2.0831111158149724, 2.4990830620372435]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
124,./img/edges5_BarackObama4_1.png,0,123,123,123,,,1.ja,2.411,None,None,None,None,None,polit,2.389,None,Obama,"['lshift', 'o', 'b', 'a', 'm', 'a', 'return']","[0.7497049663488724, 0.9498489305806288, 1.4330786051759787, 1.7662871566772083, 2.1657785985353257, 2.465394212753381, 2.7488440037832333]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
125,./img/edges5_KatjaBurkard4_1.png,0,124,124,124,,,1.ja,3.091,None,None,None,host,2.305,None,None,None,Burkhard,"['lshift', 'b', 'u', 'r', 'k', 'h', 'a', 'r', 'd', 'return']","[1.666367703510332, 1.883039646942052, 2.365803554903323, 2.5325249138641084, 2.715966076022596, 3.0657087014642457, 3.198872087716154, 3.49884312164977, 3.982120912633036, 4.315099788576845]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
126,./img/edges5_KatjaBurkard5_3.png,0,125,125,125,,,1.ja,2.715,None,None,None,host,1.718,None,None,None,Burkhard,"['lshift', 'b', 'u', 'r', 'k', 'h', 'a', 'r', 'd', 'return']","[0.9502444472873322, 1.1345083996766334, 1.583204942771772, 1.7500815572766442, 1.9499474087879207, 2.433042036720508, 2.582914961341885, 2.816321784437605, 3.099555051723655, 3.299507191955854]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
127,./img/edges5_JoachimLoew1_1.png,0,126,126,126,,,1.ja,2.504,None,None,None,None,None,sport,3.403,None,Löw,"['lshift', 'l', u'\xf6', 'w', 'return']","[1.2831033530401328, 1.4998224505288817, 1.9160259969648905, 2.0993478304808377, 2.7327362410396745]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
128,./img/edges5_NeilPatrickHarris(Barney)1_1.png,0,127,127,127,,,1.ja,2.023,None,act,0.74,None,None,None,None,None,Barney,"['lshift', 'b', 'a', 'r', 'n', 'e', 'y', 'return']","[1.0999980432679877, 1.2834055239545705, 1.5496726321380265, 1.750102728488855, 1.9993655052348913, 2.1329898464809958, 3.099549919310448, 3.665404413428405]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
129,./img/edges5_BritneySpears5_1.png,0,128,128,128,,,2.nein,3.744,None,dummy,0.89,None,None,None,None,None,,['return'],[0.533425011090003],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
130,./img/edges5_HughLaurie(DrHouse)5_3.png,0,129,129,129,,,1.ja,2.322,None,act,2.857,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.0329218740625947, 1.1996127593120036, 1.3994526279730053, 1.5662740690204373, 1.6827939967442944, 1.9322681648191065, 2.1491582358739834]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
131,./img/edges5_BastianSchweinsteiger3_1.png,0,130,130,130,,,2.nein,12.534,None,dummy,3.054,None,None,None,None,None,,['return'],[1.0669000632260577],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
132,./img/edges5_TomCruise1_1.png,0,131,131,131,,,2.nein,8.569,None,dummy,2.667,None,None,None,None,None,,['return'],[0.7000453256368928],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
133,./img/edges5_NeilPatrickHarris(Barney)2_2.png,0,132,132,132,,,1.ja,2.944,None,act,0.911,None,None,None,None,None,Barney,"['lshift', 'b', 'a', 'r', 'n', 'e', 'y', 'return']","[0.833344720876994, 0.9666229449085222, 1.2333436302396876, 2.0662604360422847, 2.4996059267832607, 2.6248592996616935, 3.66575149297023, 4.431932152043373]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
134,./img/edges5_AlysonHannigan(Lily)5_4.png,0,133,133,133,,,1.ja,2.284,None,act,4.741,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[0.617349293859661, 0.8503612418007833, 1.1337536139417352, 1.4001275405062188, 2.0828339654217416, 2.932509067533829]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
135,./img/edges5_LisaEdelstein(DrLisaCuddy)2_2.png,0,134,134,134,,,1.ja,4.459,None,act,1.786,None,None,None,None,None,Cuddy,"['lshift', 'c', 'u', 's', 's', 'y', 'backspace', 'backspace', 'backspace', 'd', 'd', 'y', 'return']","[1.3331630013217364, 1.4664014491372654, 1.6994855716602615, 1.8828160661269067, 2.0493340531556896, 2.59936018035296, 3.332548073885846, 3.565368518602554, 3.8984792334485974, 4.681454757283063, 4.931238153345475, 5.380984916795569, 5.731375188817765]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
136,./img/edges5_EmilyDeschanel3_1.png,0,135,135,135,,,1.ja,2.784,None,act,1.189,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'n', 'e', 'r', 'backspace', 's', 'return']","[2.399813821657517, 2.566611846063097, 2.765900300921203, 2.9658957459032536, 3.1494299330770446, 3.2657583575764875, 3.882446532268659, 4.049169174333656, 4.315729792480852]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
137,./img/edges5_LisaEdelstein(DrLisaCuddy)1_1.png,0,136,136,136,,,1.ja,2.899,None,act,1.79,None,None,None,None,None,Cuddy,"['lshift', 'c', 'u', 's', 's', 'backspace', 'backspace', 'd', 'd', 'y', 'return']","[1.2832634202204645, 1.4833121140054573, 1.7332934288078832, 1.8997453359970677, 2.1495402799919248, 2.5493816883772524, 2.7656257167327567, 3.79890846370472, 4.048482393091035, 4.515020171993456, 5.847871058344026]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
138,./img/edges5_BritneySpears1_1.png,0,137,137,137,,,1.ja,3.755,None,act,1.088,None,None,None,None,None,Spears,"['lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[1.0335252535642212, 1.2512329824367043, 2.782767019487437, 3.0490103902520787, 3.4326385006152123, 4.081858485853445, 4.398438013742634, 5.314693044711021]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
139,./img/edges5_LeonardoDiCaprio2_1.png,0,138,138,138,,,1.ja,2.658,None,act,1.043,None,None,None,None,None,DiCaprio,"['lshift', 'd', 'i', 'lshift', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[1.0498508231594315, 1.1667062824926688, 1.416550625977834, 1.9497260734042356, 2.099569165864523, 2.382627289498487, 2.816625238458073, 3.1322010584972304, 3.382302985044589, 4.015622108005118, 4.815095137326352]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
140,./img/edges5_MariskaHargitay(Liv)4_4.png,0,139,139,139,,,1.ja,6.497,None,act,1.275,None,None,None,None,None,Mariska,"['lshift', 'm', 'a', 'r', 'i', 's', 'k', 'a', 'return']","[0.46694099423257285, 0.6837085288861999, 1.049781856336267, 1.3000284528243355, 1.3998686743398139, 1.5664604398298252, 1.9497190163347113, 2.2492444925192103, 3.0493375816895423]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
141,./img/edges5_GuentherJauch2_1.png,0,140,140,140,,,1.ja,1.96,None,act,1.66,None,None,None,None,None,Jauch,"['lshift', 'j', 'a', 'u', 's', 'backspace', 'c', 'j', 'backspace', 'h', 'return']","[0.7002278471336467, 0.9501324964930973, 1.2664765748559148, 1.4496547007620393, 1.6330442179969396, 2.3344762579308735, 2.832815119836596, 3.0661385411931406, 4.115832504929131, 4.531847435122472, 5.265277835249435]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
142,./img/edges5_BastianSchweinsteiger1_1.png,0,141,141,141,,,2.nein,10.788,None,act,2.939,None,None,None,None,None,,['return'],[0.6836366750812886],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
143,./img/edges5_HughLaurie(DrHouse)4_1.png,0,142,142,142,,,1.ja,2.005,None,dummy,0.872,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.0834103997476632, 1.266724213866837, 1.5668078401486127, 1.733238255350443, 1.8499740652659966, 2.0826350843526598, 2.2997464907912217]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
144,./img/edges5_EmilyDeschanel6_12.png,0,143,143,143,,,1.ja,5.125,None,act,1.985,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'n', 'e', 's', 'return']","[0.6335507231742667, 0.8501216221902723, 1.133397873449212, 1.4991706338623771, 1.6665723585465457, 2.0663435170063167, 2.2995116828205937]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
145,./img/gray_JoachimLoew8_1.png,0,144,144,144,,,1.ja,2.227,None,None,None,None,None,sport,2.775,None,Löw,"['lshift', 'l', u'\xf6', 'w', 'return']","[0.7335121979849646, 0.9497963233297924, 1.3666369307393325, 1.6498737265592354, 2.916067056281463]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
146,./img/gray_BastianSchweinsteiger1_1.png,0,145,145,145,,,1.ja,11.401,None,None,None,None,None,sport,4.344,None,Schweinsteiger,"['lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[1.4159966459665156, 1.5824825554027484, 1.9494813213786983, 2.1826687337470503, 2.4825817072396603, 2.649403789839198, 2.898707946678769, 3.1483970346198475, 3.848424717580201, 4.13183441162073, 4.365002577435007, 4.515002850093879, 4.964651456113643, 5.1157163840471185, 5.231183204428817, 6.497632834109027]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
147,./img/gray_KatjaBurkard1_1.png,0,146,146,146,,,1.ja,4.564,None,None,None,host,4.513,None,None,None,Burkhard,"['lshift', 'b', 'u', 'r', 'k', 'h', 'a', 'r', 'd', 'return']","[1.3997904050138459, 1.6496013878040685, 2.0330306170981203, 2.1828990508547577, 2.365997945109484, 2.799283450753137, 3.232182421414109, 3.7817062135254673, 4.098559363272216, 4.881802414221966]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
148,./img/gray_AngelaMerkel1_1.png,0,147,147,147,,,1.ja,2.033,None,None,None,None,None,polit,2.537,None,Merkel,"['lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.9168914503898122, 1.1499993103316228, 1.3833439028985595, 1.4997759380203206, 1.7498352013717522, 1.8828430113026116, 2.0994296283388394, 2.882606920225953]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
149,./img/gray_OmarEpps(DrEricForeman)2_2.png,0,148,148,148,,,1.ja,2.374,None,act,1.556,None,None,None,None,None,aus House,"['a', 'u', 's', 'space', 'lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.3998086892424908, 1.6329749304004508, 1.7328837979621312, 1.9828971903571073, 2.332195541150213, 2.532522668432648, 3.048715917959271, 3.2489500202245836, 3.431946266184241, 3.648873547246694, 3.8984109081775387]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
150,./img/gray_NicoleKidman3_1.png,0,149,149,149,,,1.ja,1.903,None,act,1.911,None,None,None,None,None,Kidman,"['lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.8503339758462971, 1.0169927835031558, 1.2334671289681864, 1.367681056352012, 1.7167231071889546, 1.8498755870587047, 2.032902948281844, 2.566237179788004]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
151,./img/gray_OmarEpps(DrEricForeman)1_5.png,0,150,150,150,,,1.ja,4.641,None,act,1.307,None,None,None,None,None,aus House,"['a', 'u', 's', 'space', 'lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.7499503599265154, 2.032995652523823, 2.166141075324049, 2.4497660100059875, 2.7494230043157586, 2.8827724406019115, 3.1159810241788364, 3.3326289094165986, 3.4990615700498893, 3.8489023529236874, 4.398613478169864]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
152,./img/gray_BastianSchweinsteiger6_2.png,0,151,151,151,,,2.nein,3.873,None,dummy,3.336,None,None,None,None,None,,['return'],[0.6505114290866914],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
153,./img/gray_RobertSeanLeonard(Wilson)8_1.png,0,152,152,152,,,1.ja,1.738,None,act,1.373,None,None,None,None,None,Wilson,"['lshift', 'w', 'i', 's', 'o', 'backspace', 'backspace', u'\xf6', 'backspace', 'l', 's', 'o', 'n', 'return']","[1.7496873236723332, 1.882822160867363, 2.016218109660258, 2.166332578546644, 2.566144154772701, 2.9653982224517677, 3.1487553413189744, 3.515055136567753, 4.515350891964772, 5.232204234176606, 5.614775067113442, 5.732456845213164, 6.014624494897362, 6.697141341246606]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
154,./img/gray_HughLaurie(DrHouse)2_1.png,0,153,153,153,,,1.ja,2.206,None,act,0.754,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[0.5502089694728056, 0.7998358268851007, 1.0334697593316378, 1.2496262158620084, 1.3994160595193534, 1.5995308331421256, 1.8330874585917627]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
155,./img/gray_EmilyDeschanel6_12.png,0,154,154,154,,,1.ja,1.671,None,act,0.854,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'n', 'e', 's', 'return']","[0.6829251940944232, 0.9329142075184791, 1.382511489391618, 1.8493645910220948, 1.9497735482418648, 2.232498706471233, 2.4326195748380997]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
156,./img/gray_BarackObama2_1.png,0,155,155,155,,,1.ja,1.987,None,None,None,None,None,polit,2.019,None,Obama,"['lshift', 'o', 'b', 'a', 'm', 'a', 'return']","[0.4501775655098754, 1.0002216561606474, 1.6827086703488021, 1.8164359806651191, 2.1665077222005493, 2.6330955421453837, 3.1330049229491124]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
157,./img/gray_NeilPatrickHarris(Barney)2_2.png,0,156,156,156,,,1.ja,1.77,None,act,1.409,None,None,None,None,None,Barney,"['lshift', 'b', 'a', 'r', 'n', 'e', 'y', 'return']","[0.6833669025327254, 0.9165533525738283, 1.2996621267247974, 1.5000383327223972, 1.799614812276559, 2.0494556272278714, 3.0668121706239617, 3.632334661666391]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
158,./img/gray_JoshRadnor(Ted)6_2.png,0,157,157,157,,,1.ja,5.317,None,act,4.099,None,None,None,None,None,Ted,"['lshift', 't', 'e', 'd', 'return']","[1.4666846942727716, 1.5999731831325334, 2.0498354259143525, 2.3496091826600605, 3.066151372231616]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
159,./img/gray_GeorgeClooney11_1.png,0,158,158,158,,,1.ja,3.553,None,act,1.359,None,None,None,None,None,Cloney,"['lshift', 'c', 'l', 'o', 'o', 'backspace', 'n', 'e', 'y', 'return']","[1.0661385411949595, 1.1662806128497323, 1.4162372279060946, 1.6994255865629384, 2.1657734661221184, 2.7658460897891928, 3.448906651321522, 3.5996581811814394, 4.7651830459672055, 5.2648704498333245]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
160,./img/gray_JoshRadnor(Ted)1_2.png,0,159,159,159,,,1.ja,1.883,None,act,1.159,None,None,None,None,None,Ted,"['lshift', 't', 'e', 'd', 'return']","[1.1500368411143427, 1.2837882096246176, 1.3837650816803944, 1.6666541564063664, 2.216641790493668]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
161,./img/gray_JasonSegel(Marshall)6_1.png,0,160,160,160,,,1.ja,2.037,None,act,2.604,None,None,None,None,None,Marshall,"['lshift', 'm', 'a', 'r', 's', 'h', 'a', 'l', 'l', 'return']","[0.466988469068383, 0.7663541988440556, 1.116475339869794, 1.3825644174175977, 1.5997672449939273, 1.8326807147277577, 2.1661106016126723, 2.398859192524469, 2.66555614043682, 2.9986556281255616]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
162,./img/gray_JasonSegel(Marshall)7_1.png,0,161,161,161,,,1.ja,2.359,None,act,0.906,None,None,None,None,None,Marshall,"['lshift', 'm', 'a', 'r', 's', 'h', 'a', 'l', 'l', 'return']","[1.3328816808407282, 1.4998388101012097, 1.8663804703937785, 2.0492913899579435, 2.2495229260166525, 2.516306483426888, 2.8325799910890055, 3.049277275817076, 3.2489798523856734, 3.532185532942094]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
163,./img/gray_JasonSegel(Marshall)9_1.png,0,162,162,162,,,1.ja,3.492,None,act,2.121,None,None,None,None,None,Marshall,"['lshift', 'm', 'a', 'r', 's', 'h', 'a', 'l', 'l', 'return']","[1.2162728981875262, 1.433477008866248, 1.8166877897601807, 2.016637363785776, 2.283010648798154, 2.649165132555936, 3.099160818119344, 3.348881983652973, 3.5986804561816825, 3.9652548356170882]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
164,./img/gray_WillSmith1_1.png,0,163,163,163,,,1.ja,2.143,None,act,1.254,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.6832626503601205, 1.7997873897220416, 2.14942063057606, 2.3663392506878154, 2.649566102454628, 2.832426980976379, 3.2489019038384868]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
165,./img/gray_HughLaurie(DrHouse)4_1.png,0,164,164,164,,,1.ja,2.26,None,act,1.62,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[0.41697725794983853, 0.7835795448900171, 1.167152802570854, 1.3837596284902247, 1.533581549738301, 1.7663529157398443, 2.2166356957513926]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
